1.000000 0.000000
0.999998 0.001257
0.999993 0.002513
0.999984 0.003770
0.999972 0.005027
0.999956 0.006283
0.999936 0.007540
0.999913 0.008796
0.999886 0.010053
0.999856 0.011309
0.999822 0.012566
0.999785 0.013823
0.999744 0.015079
0.999700 0.016336
0.999652 0.017592
0.999600 0.018848
0.999545 0.020105
0.999487 0.021361
0.999424 0.022618
0.999359 0.023874
0.999289 0.025130
0.999217 0.026386
0.999140 0.027642
0.999060 0.028899
0.998977 0.030155
0.998890 0.031411
0.998799 0.032667
0.998705 0.033923
0.998608 0.035179
0.998506 0.036434
0.998402 0.037690
0.998293 0.038946
0.998181 0.040202
0.998066 0.041457
0.997947 0.042713
0.997825 0.043968
0.997698 0.045224
0.997569 0.046479
0.997436 0.047734
0.997299 0.048989
0.997159 0.050244
0.997015 0.051499
0.996868 0.052754
0.996717 0.054009
0.996563 0.055264
0.996405 0.056519
0.996243 0.057773
0.996078 0.059028
0.995910 0.060282
0.995738 0.061536
0.995562 0.062791
0.995383 0.064045
0.995200 0.065299
0.995014 0.066553
0.994824 0.067806
0.994631 0.069060
0.994434 0.070314
0.994234 0.071567
0.994030 0.072820
0.993822 0.074074
0.993611 0.075327
0.993397 0.076580
0.993179 0.077833
0.992957 0.079085
0.992732 0.080338
0.992504 0.081591
0.992271 0.082843
0.992036 0.084095
0.991797 0.085347
0.991554 0.086599
0.991308 0.087851
0.991058 0.089103
0.990805 0.090354
0.990548 0.091606
0.990287 0.092857
0.990024 0.094108
0.989756 0.095359
0.989485 0.096610
0.989211 0.097861
0.988933 0.099111
0.988652 0.100362
0.988367 0.101612
0.988078 0.102862
0.987786 0.104112
0.987491 0.105362
0.987192 0.106611
0.986890 0.107861
0.986584 0.109110
0.986274 0.110359
0.985961 0.111608
0.985645 0.112856
0.985325 0.114105
0.985001 0.115353
0.984674 0.116601
0.984344 0.117849
0.984010 0.119097
0.983672 0.120345
0.983331 0.121592
0.982987 0.122839
0.982639 0.124086
0.982287 0.125333
0.981932 0.126580
0.981574 0.127826
0.981212 0.129073
0.980847 0.130319
0.980478 0.131564
0.980105 0.132810
0.979729 0.134055
0.979350 0.135301
0.978967 0.136546
0.978581 0.137790
0.978191 0.139035
0.977798 0.140279
0.977401 0.141523
0.977001 0.142767
0.976597 0.144011
0.976190 0.145254
0.975779 0.146497
0.975365 0.147740
0.974948 0.148983
0.974527 0.150226
0.974102 0.151468
0.973674 0.152710
0.973243 0.153952
0.972808 0.155193
0.972370 0.156434
0.971928 0.157676
0.971483 0.158916
0.971034 0.160157
0.970582 0.161397
0.970127 0.162637
0.969668 0.163877
0.969205 0.165116
0.968739 0.166356
0.968270 0.167595
0.967797 0.168833
0.967321 0.170072
0.966841 0.171310
0.966358 0.172548
0.965872 0.173786
0.965382 0.175023
0.964888 0.176260
0.964391 0.177497
0.963891 0.178734
0.963387 0.179970
0.962880 0.181206
0.962370 0.182441
0.961856 0.183677
0.961339 0.184912
0.960818 0.186147
0.960294 0.187381
0.959766 0.188616
0.959235 0.189849
0.958701 0.191083
0.958163 0.192316
0.957622 0.193549
0.957077 0.194782
0.956529 0.196015
0.955978 0.197247
0.955423 0.198479
0.954865 0.199710
0.954303 0.200941
0.953738 0.202172
0.953170 0.203403
0.952598 0.204633
0.952023 0.205863
0.951444 0.207092
0.950862 0.208321
0.950277 0.209550
0.949688 0.210779
0.949096 0.212007
0.948501 0.213235
0.947902 0.214463
0.947300 0.215690
0.946694 0.216917
0.946085 0.218143
0.945473 0.219369
0.944857 0.220595
0.944239 0.221821
0.943616 0.223046
0.942990 0.224271
0.942361 0.225495
0.941729 0.226719
0.941093 0.227943
0.940454 0.229166
0.939812 0.230389
0.939166 0.231612
0.938517 0.232834
0.937865 0.234056
0.937209 0.235278
0.936550 0.236499
0.935887 0.237720
0.935222 0.238940
0.934553 0.240160
0.933880 0.241380
0.933205 0.242599
0.932526 0.243818
0.931843 0.245037
0.931158 0.246255
0.930469 0.247473
0.929776 0.248690
0.929081 0.249907
0.928382 0.251123
0.927680 0.252340
0.926974 0.253555
0.926266 0.254771
0.925554 0.255986
0.924838 0.257200
0.924120 0.258414
0.923398 0.259628
0.922673 0.260842
0.921944 0.262054
0.921213 0.263267
0.920478 0.264479
0.919739 0.265691
0.918998 0.266902
0.918253 0.268113
0.917505 0.269323
0.916754 0.270533
0.915999 0.271743
0.915241 0.272952
0.914480 0.274161
0.913716 0.275369
0.912948 0.276577
0.912177 0.277784
0.911403 0.278991
0.910626 0.280198
0.909845 0.281404
0.909062 0.282609
0.908275 0.283815
0.907484 0.285019
0.906691 0.286224
0.905894 0.287427
0.905094 0.288631
0.904291 0.289834
0.903485 0.291036
0.902675 0.292238
0.901863 0.293440
0.901047 0.294641
0.900228 0.295841
0.899405 0.297042
0.898580 0.298241
0.897751 0.299440
0.896919 0.300639
0.896084 0.301838
0.895246 0.303035
0.894404 0.304233
0.893560 0.305429
0.892712 0.306626
0.891861 0.307822
0.891006 0.309017
0.890149 0.310212
0.889289 0.311406
0.888425 0.312600
0.887558 0.313794
0.886688 0.314987
0.885815 0.316179
0.884939 0.317371
0.884059 0.318562
0.883177 0.319753
0.882291 0.320944
0.881402 0.322134
0.880510 0.323323
0.879615 0.324512
0.878717 0.325700
0.877816 0.326888
0.876911 0.328075
0.876004 0.329262
0.875093 0.330449
0.874179 0.331634
0.873262 0.332820
0.872342 0.334004
0.871419 0.335188
0.870493 0.336372
0.869564 0.337555
0.868631 0.338738
0.867696 0.339920
0.866757 0.341102
0.865816 0.342283
0.864871 0.343463
0.863923 0.344643
0.862973 0.345822
0.862019 0.347001
0.861062 0.348179
0.860102 0.349357
0.859138 0.350534
0.858172 0.351711
0.857203 0.352887
0.856231 0.354063
0.855256 0.355237
0.854277 0.356412
0.853296 0.357586
0.852312 0.358759
0.851324 0.359932
0.850334 0.361104
0.849340 0.362275
0.848344 0.363446
0.847344 0.364617
0.846342 0.365787
0.845336 0.366956
0.844328 0.368125
0.843316 0.369293
0.842302 0.370460
0.841284 0.371627
0.840264 0.372793
0.839240 0.373959
0.838214 0.375124
0.837185 0.376289
0.836152 0.377453
0.835117 0.378616
0.834078 0.379779
0.833037 0.380941
0.831993 0.382103
0.830946 0.383264
0.829895 0.384424
0.828842 0.385584
0.827786 0.386743
0.826727 0.387902
0.825665 0.389060
0.824600 0.390217
0.823533 0.391374
0.822462 0.392530
0.821388 0.393685
0.820312 0.394840
0.819232 0.395994
0.818150 0.397148
0.817064 0.398301
0.815976 0.399453
0.814885 0.400605
0.813791 0.401756
0.812694 0.402906
0.811594 0.404056
0.810492 0.405205
0.809386 0.406354
0.808278 0.407502
0.807166 0.408649
0.806052 0.409796
0.804935 0.410942
0.803815 0.412087
0.802692 0.413232
0.801567 0.414376
0.800438 0.415519
0.799307 0.416662
0.798173 0.417804
0.797036 0.418945
0.795896 0.420086
